.
Order ID,Customer ID,id sales person,Order Date,id_order prioriry,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,id_ Product Container,Ship Date
56645,C323,3,5/01/2021,1,SKU231,42,348.21,0.07,40.19,14,109,7/01/2021
57698,C591,2,5/01/2021,4,SKU309,10,7.77,0.05,9.23,13,103,6/01/2021
57698,C591,1,5/01/2021,4,SKU314,13,363.25,0.04,19.99,13,103,7/01/2021
54115,C111,3,6/01/2021,1,SKU284,24,4.37,0.01,5.15,13,103,11/01/2021
54115,C111,1,6/01/2021,1,SKU369,39,4.98,0.03,4.95,13,103,11/01/2021
45284,C650,1,6/01/2021,3,SKU750,7,11.66,0,8.99,13,113,7/01/2021
5409,C235,3,7/01/2021,1,SKU600,11,3.98,0.01,2.97,13,107,12/01/2021
14726,C623,3,7/01/2021,1,SKU986,15,20.95,0.07,4,13,103,7/01/2021
26818,C234,1,7/01/2021,0,SKU406,23,8.85,0.05,5.6,13,103,8/01/2021
26818,C234,1,7/01/2021,0,SKU326,5,11.97,0.01,4.98,12,103,9/01/2021
26818,C234,3,7/01/2021,0,SKU344,36,7.3,0.1,7.72,13,103,8/01/2021
42886,C449,2,7/01/2021,2,SKU527,42,3.75,0.02,0.5,13,103,9/01/2021
59456,C414,3,7/01/2021,1,SKU310,30,4.48,0.06,49,13,101,7/01/2021
7042,C216,1,7/01/2021,2,SKU233,4,376.13,0.07,85.63,14,109,9/01/2021
54307,C458,3,7/01/2021,3,SKU336,41,4.91,0.08,5.68,13,103,8/01/2021
54307,C458,2,7/01/2021,3,SKU210,15,14.89,0.01,13.56,13,101,8/01/2021
54307,C458,1,7/01/2021,3,SKU242,14,280.98,0.04,35.67,14,109,8/01/2021
14820,C526,3,8/01/2021,3,SKU1203,39,7.99,0.04,5.03,12,111,10/01/2021
48704,C438,2,8/01/2021,3,SKU1154,11,125.99,0.01,8.99,13,103,9/01/2021
51424,C769,3,8/01/2021,0,SKU856,48,2.62,0.1,0.8,13,107,9/01/2021
51424,C769,1,8/01/2021,0,SKU944,5,16.74,0.05,7.04,13,103,10/01/2021
34662,C203,3,9/01/2021,4,SKU949,35,370.98,0.09,99,14,105,11/01/2021
44033,C437,1,9/01/2021,4,SKU221,45,124.49,0.03,51.94,14,109,11/01/2021
10053,C182,1,9/01/2021,3,SKU1029,31,4.89,0,4.93,13,113,12/01/2021
10053,C182,2,9/01/2021,3,SKU251,44,150.98,0,39.25,14,109,11/01/2021
18275,C331,1,9/01/2021,1,SKU153,25,13.4,0.07,4.95,13,113,13/01/2021
51970,C027,3,10/01/2021,0,SKU1108,1,115.99,0.06,56.14,14,105,12/01/2021
22663,C489,2,10/01/2021,1,SKU051,35,280.98,0.07,57,14,105,10/01/2021
22663,C489,2,10/01/2021,1,SKU1105,15,500.98,0.08,28.14,14,105,15/01/2021
44036,C013,2,10/01/2021,3,SKU782,40,5.84,0.01,1.2,12,107,12/01/2021
59969,C248,2,10/01/2021,3,SKU469,42,9.9,0.01,1.39,13,103,12/01/2021
59969,C248,3,10/01/2021,3,SKU927,16,15.7,0,11.25,13,103,11/01/2021
54786,C494,3,10/01/2021,0,SKU961,30,13.48,0.08,4.51,13,103,12/01/2021
47879,C737,3,10/01/2021,4,SKU557,19,9.11,0.08,2.15,13,107,11/01/2021
21382,C036,1,11/01/2021,4,SKU643,27,4.98,0,7.44,13,103,14/01/2021
5382,C540,1,11/01/2021,1,SKU191,30,8.98,0.05,4.19,13,113,18/01/2021
7783,C279,2,11/01/2021,2,SKU406,3,8.85,0.03,5.6,13,103,12/01/2021
21382,C036,3,11/01/2021,4,SKU044,21,300.98,0.04,64.73,14,105,13/01/2021
21382,C036,1,11/01/2021,4,SKU1024,11,29.99,0.08,5.5,13,103,13/01/2021
292,C782,1,11/01/2021,3,SKU469,43,9.9,0.08,1.39,13,103,12/01/2021
28485,C307,1,11/01/2021,3,SKU796,12,4.28,0.07,0.94,13,107,11/01/2021
51269,C549,3,11/01/2021,3,SKU371,2,8.69,0,2.99,13,103,12/01/2021
51269,C549,1,11/01/2021,4,SKU195,20,22.98,0.08,7.58,13,103,12/01/2021
52068,C610,3,12/01/2021,0,SKU450,31,5.28,0.04,2.99,13,103,12/01/2021
52068,C610,2,12/01/2021,0,SKU1126,47,517.48,0.01,16.63,14,109,12/01/2021
52068,C610,3,12/01/2021,0,SKU014,21,58.14,0.07,36.61,14,109,13/01/2021
52068,C610,3,12/01/2021,0,SKU049,17,25.98,0.07,14.36,14,105,14/01/2021
6501,C057,1,12/01/2021,3,SKU719,35,6.48,0.06,6.74,13,103,14/01/2021
6501,C057,3,12/01/2021,3,SKU1253,46,125.99,0.09,7.69,13,103,14/01/2021
22914,C005,1,12/01/2021,4,SKU295,30,11.7,0.07,6.96,13,111,13/01/2021
36357,C171,3,13/01/2021,0,SKU1077,38,449.99,0.01,49,14,105,14/01/2021
13027,C293,3,14/01/2021,4,SKU594,42,6.78,0.03,6.18,13,103,16/01/2021
16807,C619,3,14/01/2021,2,SKU590,48,35.44,0.08,4.92,13,103,15/01/2021
16807,C619,2,14/01/2021,2,SKU569,30,7.4,0.09,1.71,13,107,16/01/2021
3685,C548,1,15/01/2021,2,SKU804,29,3.28,0,5,13,107,16/01/2021
29573,C526,3,15/01/2021,4,SKU659,43,18.97,0.05,9.54,13,103,17/01/2021
23268,C618,3,15/01/2021,3,SKU657,5,48.04,0.02,5.79,13,103,17/01/2021
23268,C618,2,15/01/2021,3,SKU595,14,3.6,0.09,2.2,12,107,17/01/2021
29090,C553,1,15/01/2021,2,SKU513,24,4.13,0.02,0.99,13,103,16/01/2021
29090,C553,3,15/01/2021,2,SKU957,36,10.48,0.02,6.91,13,103,15/01/2021
9632,C034,3,15/01/2021,1,SKU411,33,120.98,0.09,9.07,13,103,19/01/2021
52837,C411,1,17/01/2021,4,SKU919,32,193.17,0.08,19.99,13,103,19/01/2021
51044,C465,3,17/01/2021,1,SKU469,17,9.9,0.1,1.39,13,103,17/01/2021
51044,C465,3,17/01/2021,1,SKU038,26,50.98,0.07,14.19,14,105,21/01/2021
51044,C465,1,17/01/2021,1,SKU741,19,5.84,0.01,0.83,13,107,24/01/2021
15491,C532,3,17/01/2021,2,SKU1260,5,205.99,0.01,2.5,13,103,17/01/2021
42753,C055,1,17/01/2021,2,SKU1259,45,115.99,0.1,3,13,103,19/01/2021
11969,C343,1,18/01/2021,0,SKU895,16,110.98,0.08,35,13,101,19/01/2021
11969,C343,3,18/01/2021,0,SKU235,9,212.6,0.03,110.2,14,109,20/01/2021
11969,C343,3,18/01/2021,0,SKU257,42,349.45,0.1,60,14,105,20/01/2021
50433,C365,3,18/01/2021,4,SKU1123,50,145.45,0.1,17.85,14,105,20/01/2021
33956,C003,1,18/01/2021,1,SKU189,13,7.59,0,4,13,107,20/01/2021
33285,C532,1,18/01/2021,3,SKU942,5,12.28,0.01,6.13,13,103,19/01/2021
8034,C227,1,18/01/2021,3,SKU327,31,10.98,0.01,3.99,13,103,18/01/2021
8034,C227,1,18/01/2021,3,SKU743,13,16.99,0.02,8.99,13,113,19/01/2021
8034,C227,1,18/01/2021,3,SKU246,36,44.43,0.08,46.59,14,109,20/01/2021
6886,C514,2,18/01/2021,3,SKU929,46,178.47,0.08,19.99,13,103,19/01/2021
6016,C706,3,19/01/2021,3,SKU573,19,11.48,0.07,5.43,13,103,19/01/2021
19617,C345,2,19/01/2021,1,SKU1137,38,23.99,0.03,6.3,13,111,21/01/2021
19617,C345,1,19/01/2021,1,SKU1256,3,65.99,0.07,8.99,13,103,19/01/2021
38690,C696,3,19/01/2021,1,SKU1137,28,23.99,0.02,6.3,13,111,23/01/2021
29223,C317,2,19/01/2021,3,SKU050,48,500.98,0.04,26,14,105,21/01/2021
55618,C111,1,20/01/2021,2,SKU1179,48,35.99,0.04,1.25,13,113,21/01/2021
11428,C089,2,20/01/2021,2,SKU497,16,90.48,0,19.99,13,103,20/01/2021
40706,C581,3,20/01/2021,2,SKU516,40,2.61,0.08,0.5,12,103,21/01/2021
28582,C021,3,21/01/2021,0,SKU1063,40,39.24,0.06,1.99,12,113,22/01/2021
28582,C021,2,21/01/2021,0,SKU597,45,8.01,0.02,2.87,13,107,22/01/2021
9761,C759,1,21/01/2021,0,SKU1113,2,90.97,0.04,14,14,105,22/01/2021
9761,C759,3,21/01/2021,0,SKU599,23,5.98,0.08,7.15,13,103,23/01/2021
44549,C092,2,21/01/2021,2,SKU438,5,2.08,0.08,1.49,13,103,22/01/2021
6373,C223,2,22/01/2021,0,SKU328,1,60.97,0.01,4.5,13,103,23/01/2021
41441,C764,2,22/01/2021,2,SKU336,41,4.91,0,5.68,13,103,23/01/2021
2688,C741,1,22/01/2021,3,SKU1201,31,85.99,0.1,1.25,13,113,23/01/2021
2688,C741,1,22/01/2021,3,SKU1044,7,20.97,0.09,6.5,13,103,23/01/2021
2688,C741,3,22/01/2021,3,SKU1247,11,155.99,0.01,3.9,13,103,24/01/2021
46243,C489,1,23/01/2021,1,SKU558,31,18.97,0.02,9.03,12,103,25/01/2021
46243,C489,1,23/01/2021,1,SKU795,1,2.88,0.03,0.7,13,107,28/01/2021
46243,C489,1,23/01/2021,1,SKU816,31,5.84,0.05,1,13,107,30/01/2021
44647,C656,1,23/01/2021,1,SKU050,47,500.98,0.06,26,14,105,23/01/2021
44647,C656,2,23/01/2021,1,SKU942,24,12.28,0.05,6.13,13,103,27/01/2021
26053,C187,1,23/01/2021,1,SKU558,48,18.97,0.07,9.03,12,103,23/01/2021
54177,C489,1,24/01/2021,4,SKU455,12,42.8,0.1,2.99,13,103,24/01/2021
54177,C489,2,24/01/2021,4,SKU715,25,6.48,0.1,7.37,13,103,26/01/2021
26759,C096,1,24/01/2021,0,SKU463,30,7.84,0.03,4.71,13,103,26/01/2021
48003,C199,3,25/01/2021,2,SKU1005,30,5.98,0.05,4.38,13,113,27/01/2021
48003,C199,1,25/01/2021,2,SKU165,12,6.48,0.04,9.68,13,113,27/01/2021
32966,C717,3,25/01/2021,1,SKU1099,4,270.97,0.08,28.06,14,105,1/02/2021
32966,C717,1,25/01/2021,1,SKU825,43,1.6,0.01,1.29,13,107,29/01/2021
28129,C580,2,25/01/2021,2,SKU637,5,19.98,0.05,5.86,13,103,26/01/2021
45984,C353,2,26/01/2021,2,SKU802,27,2.94,0.01,0.96,13,107,28/01/2021
36418,C647,3,26/01/2021,0,SKU353,33,6.23,0.08,6.97,12,103,27/01/2021
31170,C732,2,26/01/2021,2,SKU1062,32,10.13,0.09,1.99,13,113,28/01/2021
4804,C435,2,26/01/2021,3,SKU1016,13,33.98,0,1.99,13,113,27/01/2021
41760,C269,2,26/01/2021,1,SKU403,21,315.98,0.04,19.99,13,103,31/01/2021
41760,C269,2,26/01/2021,1,SKU149,22,9.98,0,12.52,13,103,2/02/2021
41760,C269,2,26/01/2021,1,SKU1162,7,115.99,0.08,2.5,13,103,31/01/2021
41760,C269,1,26/01/2021,1,SKU1158,40,95.99,0.05,8.99,13,103,31/01/2021
36484,C123,2,27/01/2021,4,SKU1241,41,65.99,0.01,3.9,12,103,28/01/2021
46852,C688,2,27/01/2021,0,SKU987,46,34.98,0.02,7.53,12,103,29/01/2021
46852,C688,1,27/01/2021,0,SKU1029,44,4.89,0.01,4.93,13,113,28/01/2021
8070,C635,1,27/01/2021,2,SKU818,14,40.97,0,8.99,13,113,28/01/2021
3168,C359,2,28/01/2021,1,SKU185,14,5.28,0.04,3.96,13,107,2/02/2021
9925,C143,2,29/01/2021,4,SKU362,43,41.94,0.1,2.99,12,103,1/02/2021
9925,C143,2,29/01/2021,4,SKU450,17,5.28,0.07,2.99,13,103,31/01/2021
9925,C143,3,29/01/2021,4,SKU752,31,21.38,0.02,8.99,13,113,31/01/2021
20003,C703,3,29/01/2021,2,SKU979,39,19.98,0.05,4,13,103,30/01/2021
9253,C196,1,29/01/2021,4,SKU175,36,46.94,0.05,6.77,13,103,31/01/2021
20003,C703,2,29/01/2021,2,SKU1191,5,35.99,0.09,0.99,13,113,31/01/2021
53795,C673,2,29/01/2021,3,SKU623,40,6.48,0.1,6.22,12,103,30/01/2021
53795,C673,2,29/01/2021,3,SKU1170,21,195.99,0.05,4.2,13,103,31/01/2021
44167,C377,3,29/01/2021,4,SKU933,23,142.86,0.08,19.99,13,103,30/01/2021
20256,C651,3,30/01/2021,1,SKU932,24,20.89,0.01,11.52,13,103,4/02/2021
41312,C397,2,30/01/2021,0,SKU974,21,39.48,0.05,1.99,13,113,31/01/2021
54020,C364,3,30/01/2021,1,SKU618,35,18.97,0.05,5.21,13,103,3/02/2021
54020,C364,1,30/01/2021,1,SKU711,43,6.48,0.09,6.86,13,103,4/02/2021
57280,C227,3,30/01/2021,2,SKU706,44,6.48,0.03,10.05,12,103,31/01/2021
58113,C038,2,31/01/2021,3,SKU412,48,7.68,0.07,6.16,13,103,2/02/2021
58113,C038,3,31/01/2021,3,SKU1140,12,200.99,0.05,4.2,12,103,2/02/2021
34470,C790,1,31/01/2021,4,SKU007,31,100.98,0.08,57.38,14,109,1/02/2021
6757,C114,2,31/01/2021,2,SKU935,27,34.76,0.1,8.22,13,103,2/02/2021
6757,C114,1,31/01/2021,2,SKU256,11,286.85,0.1,61.76,14,109,1/02/2021
50148,C659,1,31/01/2021,2,SKU1129,9,1938.02,0,13.99,13,111,2/02/2021
41345,C486,2,1/02/2021,2,SKU858,36,1.88,0.04,0.79,13,107,1/02/2021
22916,C608,2,1/02/2021,2,SKU706,18,6.48,0.04,10.05,13,103,2/02/2021
8832,C307,3,1/02/2021,1,SKU158,39,17.67,0.1,8.99,13,113,5/02/2021
32513,C032,1,1/02/2021,1,SKU388,23,165.98,0.03,19.99,13,103,6/02/2021
32513,C032,3,1/02/2021,1,SKU825,40,1.6,0.01,1.29,13,107,6/02/2021
39813,C766,2,1/02/2021,4,SKU714,48,6.48,0.03,6.6,13,103,2/02/2021
40100,C673,1,3/02/2021,1,SKU732,47,19.98,0,5.77,13,103,7/02/2021
7072,C513,3,3/02/2021,4,SKU406,29,8.85,0.07,5.6,13,103,3/02/2021
16549,C199,3,4/02/2021,0,SKU210,22,3.28,0.06,3.97,13,101,6/02/2021
16548,C210,2,4/02/2021,0,SKU255,40,71.37,0.04,69,13,101,6/02/2021
50567,C790,2,4/02/2021,2,SKU069,22,70.98,0.1,30,14,105,5/02/2021
40098,C232,1,4/02/2021,1,SKU416,46,11.5,0,7.19,13,103,6/02/2021
40098,C232,1,4/02/2021,1,SKU610,50,9.68,0,2.03,13,107,8/02/2021
34083,C067,2,4/02/2021,0,SKU1200,29,55.99,0.02,5,12,113,4/02/2021
58978,C450,1,5/02/2021,1,SKU650,13,5.98,0.09,5.15,13,103,12/02/2021
2755,C351,2,5/02/2021,0,SKU425,30,24.95,0.03,2.99,13,103,5/02/2021
2755,C351,2,5/02/2021,0,SKU632,50,6.48,0,5.86,13,103,5/02/2021
16866,C605,1,5/02/2021,0,SKU1237,43,65.99,0.06,3.99,13,103,6/02/2021
24448,C660,3,5/02/2021,3,SKU241,46,236.97,0.05,59.24,14,109,7/02/2021
27909,C552,1,6/02/2021,4,SKU661,1,54.96,0.09,10.75,13,103,8/02/2021
27909,C552,2,6/02/2021,4,SKU843,47,1.26,0.07,0.7,13,107,9/02/2021
28390,C142,2,6/02/2021,3,SKU198,44,20.28,0.1,6.68,13,103,8/02/2021
11683,C290,2,6/02/2021,0,SKU1209,28,65.99,0.03,5.99,13,103,6/02/2021
8224,C390,2,6/02/2021,0,SKU815,41,2.21,0.03,1,13,107,8/02/2021
50822,C133,1,6/02/2021,2,SKU077,6,276.2,0.1,24.49,13,101,7/02/2021
50822,C133,2,6/02/2021,2,SKU1017,37,8.12,0.01,2.83,12,113,7/02/2021
34117,C769,2,6/02/2021,3,SKU453,45,6.75,0.06,2.99,13,103,8/02/2021
27109,C069,2,7/02/2021,4,SKU1040,48,10.97,0.01,6.5,13,103,9/02/2021
37763,C013,3,7/02/2021,0,SKU442,29,5.94,0.1,9.92,13,103,8/02/2021
37763,C013,1,7/02/2021,0,SKU1167,24,65.99,0.1,2.5,13,103,8/02/2021
27557,C647,2,7/02/2021,1,SKU533,18,2.88,0.02,5.33,13,103,12/02/2021
43906,C780,1,7/02/2021,3,SKU1022,50,73.98,0.04,14.52,13,103,8/02/2021
23140,C504,3,7/02/2021,3,SKU171,18,99.23,0.05,8.99,13,113,9/02/2021
23140,C504,1,7/02/2021,3,SKU824,16,7.08,0.02,2.35,13,107,7/02/2021
28198,C305,2,7/02/2021,2,SKU1141,50,175.99,0,8.99,13,103,8/02/2021
51111,C265,1,8/02/2021,0,SKU1144,1,65.99,0.02,5.92,13,103,10/02/2021
4162,C029,1,8/02/2021,1,SKU919,2,193.17,0.1,19.99,13,103,12/02/2021
11239,C361,3,8/02/2021,4,SKU227,33,179.29,0.03,29.21,14,109,10/02/2021
29507,C667,3,8/02/2021,1,SKU242,14,280.98,0.04,35.67,14,109,10/02/2021
29507,C667,3,8/02/2021,1,SKU1194,41,35.99,0.05,1.1,13,103,13/02/2021
50784,C164,3,9/02/2021,3,SKU1051,20,32.98,0.04,5.5,13,103,10/02/2021
35492,C353,1,9/02/2021,2,SKU190,36,12.64,0.02,4.98,12,113,11/02/2021
30599,C529,3,9/02/2021,0,SKU611,23,4.76,0.05,0.88,13,107,11/02/2021
33414,C615,2,9/02/2021,0,SKU780,9,4.13,0.03,1.17,13,107,9/02/2021
10917,C024,2,9/02/2021,4,SKU1139,14,115.99,0.09,5.99,12,103,11/02/2021
8007,C521,1,10/02/2021,1,SKU1239,5,205.99,0.09,8.99,13,103,10/02/2021
54981,C074,3,10/02/2021,3,SKU414,31,31.74,0.03,12.62,13,103,11/02/2021
56514,C701,3,10/02/2021,1,SKU396,3,30.98,0.02,11.63,13,103,17/02/2021
56514,C701,1,10/02/2021,1,SKU674,35,4.98,0.02,7.54,13,103,17/02/2021
8007,C521,3,10/02/2021,1,SKU1084,35,99.99,0.09,19.99,13,103,10/02/2021
18500,C758,2,10/02/2021,2,SKU014,44,58.14,0.08,36.61,14,109,11/02/2021
18500,C758,2,10/02/2021,2,SKU1051,30,32.98,0.02,5.5,13,103,11/02/2021
18500,C758,2,10/02/2021,2,SKU894,30,80.98,0.01,35,13,101,12/02/2021
13157,C218,2,10/02/2021,2,SKU1138,2,20.99,0.07,4.81,13,111,11/02/2021
17093,C353,1,10/02/2021,0,SKU037,50,95.98,0.1,58.2,14,105,12/02/2021
10593,C669,3,11/02/2021,3,SKU1006,27,15.98,0.05,8.99,13,113,12/02/2021
10593,C669,1,11/02/2021,3,SKU178,26,27.42,0.05,19.46,13,103,13/02/2021
14272,C791,1,11/02/2021,2,SKU274,32,80.98,0.07,4.5,13,103,13/02/2021
38661,C247,2,11/02/2021,3,SKU714,48,6.48,0.04,6.6,13,103,12/02/2021
38661,C247,2,11/02/2021,3,SKU1191,6,35.99,0.09,0.99,13,113,14/02/2021
4199,C117,3,11/02/2021,4,SKU096,43,14.2,0.01,5.3,12,107,12/02/2021
34211,C014,2,12/02/2021,0,SKU809,15,9.93,0.1,1.09,13,107,15/02/2021
40772,C604,2,12/02/2021,4,SKU860,15,7.89,0,2.82,13,107,13/02/2021
33184,C227,3,12/02/2021,0,SKU378,32,11.7,0,5.63,13,103,14/02/2021
33184,C227,1,12/02/2021,0,SKU418,1,1889.99,0.09,19.99,13,103,14/02/2021
1154,C733,1,13/02/2021,4,SKU010,44,100.98,0.04,26.22,14,109,15/02/2021
1154,C733,2,13/02/2021,4,SKU255,11,71.37,0.25,69,13,101,15/02/2021
43203,C731,2,13/02/2021,0,SKU686,32,6.68,0.02,5.2,13,103,15/02/2021
1156,C742,1,13/02/2021,4,SKU329,7,70.97,0.01,3.5,12,103,14/02/2021
54053,C022,1,13/02/2021,3,SKU1200,18,55.99,0.06,5,12,113,14/02/2021
1156,C742,3,13/02/2021,4,SKU515,23,4.91,0.02,0.5,13,103,15/02/2021
1537,C312,2,13/02/2021,0,SKU429,5,2.16,0.07,6.05,13,103,13/02/2021
54053,C022,1,13/02/2021,3,SKU1151,34,200.99,0.03,8.08,13,103,14/02/2021
38052,C270,3,14/02/2021,1,SKU1019,13,40.98,0.03,1.99,13,113,14/02/2021
29473,C432,3,14/02/2021,2,SKU1203,31,7.99,0.05,5.03,13,111,16/02/2021
32292,C080,3,14/02/2021,1,SKU1139,49,115.99,0.04,5.99,13,103,21/02/2021
29473,C432,2,14/02/2021,2,SKU237,40,320.64,0,29.2,14,109,15/02/2021
32292,C080,3,14/02/2021,1,SKU779,1,11.55,0.07,2.36,13,107,16/02/2021
54371,C757,2,14/02/2021,0,SKU854,28,3.78,0,0.71,13,107,14/02/2021
54371,C757,2,14/02/2021,0,SKU398,7,16.74,0.05,5.08,13,103,16/02/2021
31106,C571,3,15/02/2021,1,SKU516,37,2.61,0,0.5,13,103,15/02/2021
31106,C571,1,15/02/2021,1,SKU148,7,25.13,0.03,9.87,13,103,20/02/2021
31106,C571,2,15/02/2021,1,SKU876,45,5.68,0.01,3.6,13,113,17/02/2021
31106,C571,1,15/02/2021,1,SKU1173,43,125.99,0,5.63,13,103,22/02/2021
14212,C185,1,15/02/2021,4,SKU132,4,6.24,0,5.22,13,103,16/02/2021
14212,C185,2,15/02/2021,4,SKU505,8,2.61,0.02,0.5,13,103,17/02/2021
40067,C011,3,16/02/2021,1,SKU1149,38,65.99,0,5.31,13,103,18/02/2021
14240,C622,1,16/02/2021,3,SKU340,24,2.78,0,1.49,13,103,17/02/2021
41830,C221,1,16/02/2021,1,SKU1092,42,120.97,0,26.3,14,105,23/02/2021
801,C741,2,16/02/2021,4,SKU817,20,2.74,0.03,3.5,13,113,19/02/2021
24775,C770,1,16/02/2021,4,SKU010,15,100.98,0,56.22,14,109,18/02/2021
24775,C770,3,16/02/2021,4,SKU103,6,14.58,0.06,57.4,13,103,17/02/2021
4391,C277,2,16/02/2021,3,SKU1247,20,155.99,0.06,3.9,13,103,18/02/2021
40673,C059,3,16/02/2021,1,SKU499,14,10.94,0.02,1.39,13,103,21/02/2021
40065,C181,3,16/02/2021,3,SKU1077,49,449.99,0.06,24.49,13,101,17/02/2021

40065,C181,2,16/02/2021,3,SKU1184,4,20.99,0.04,0.99,12,107,17/02/2021
37123,C463,2,17/02/2021,3,SKU216,50,15.23,0.05,27.75,14,109,18/02/2021
12418,C248,2,17/02/2021,0,SKU931,38,7.98,0.09,6.5,13,111,19/02/2021
42115,C248,1,17/02/2021,4,SKU1035,21,31.78,0.01,1.99,13,113,17/02/2021
42115,C248,1,17/02/2021,4,SKU906,19,28.28,0.02,13.99,13,111,18/02/2021
52003,C144,1,17/02/2021,1,SKU235,11,212.6,0.04,110.2,14,109,24/02/2021
52003,C144,2,17/02/2021,1,SKU1195,2,55.99,0.1,5,13,113,17/02/2021
37445,C054,1,17/02/2021,3,SKU293,37,60.22,0.05,3.5,13,103,18/02/2021
32192,C114,3,17/02/2021,0,SKU1249,4,45.99,0.03,2.5,13,103,17/02/2021
1057,C056,3,18/02/2021,4,SKU1011,41,8.46,0.09,3.62,13,113,20/02/2021
35905,C218,3,18/02/2021,1,SKU788,20,1.68,0.09,1.57,12,107,23/02/2021
12711,C727,1,18/02/2021,4,SKU748,32,43.98,0,8.99,13,113,19/02/2021
12711,C727,2,18/02/2021,4,SKU870,45,12.98,0.05,3.14,13,113,19/02/2021
39075,C619,2,18/02/2021,0,SKU521,50,10.35,0.01,0.99,13,103,19/02/2021
5860,C050,1,18/02/2021,0,SKU733,12,4.84,0.09,0.71,13,107,20/02/2021
26309,C012,3,18/02/2021,1,SKU507,42,3.08,0.09,0.99,13,103,20/02/2021
6,C662,2,19/02/2021,0,SKU881,2,2.08,0.01,2.56,13,113,20/02/2021
46466,C510,3,20/02/2021,2,SKU129,7,37.93,0.05,13.99,13,107,21/02/2021
40132,C338,2,22/02/2021,1,SKU038,26,50.98,0.04,14.19,14,105,28/02/2021
40132,C338,2,22/02/2021,1,SKU221,36,124.49,0.04,51.94,14,109,28/02/2021
40132,C338,3,22/02/2021,1,SKU350,16,22.38,0.09,15.1,13,103,2/03/2021
9281,C014,3,22/02/2021,4,SKU651,31,6.48,0.08,6.81,12,103,24/02/2021
9281,C014,1,22/02/2021,4,SKU799,24,2.78,0.02,0.97,13,107,24/02/2021
