;.
Order ID;Customer ID;id sales person;Order Date;id_order prioriry;SKU;Order Quantity;Unit Sell Price;Discount;Shipping Amount;Ship Mode;id_ Product Container;Ship Date
16961;C771;2;6/01/2018;0;SKU629;34;30,98;0,01;5,09;13;103;8/01/2018
41094;C493;3;6/01/2018;1;SKU727;46;6,48;0,09;8,73;13;103;8/01/2018
41094;C493;2;6/01/2018;1;SKU963;6;20,34;0,05;35;13;101;10/01/2018
23490;C406;1;6/01/2018;3;SKU801;29;3,28;0,03;3,97;13;107;8/01/2018
32295;C602;3;7/01/2018;3;SKU1209;11;65,99;0,07;5,99;13;103;8/01/2018
18405;C302;3;7/01/2018;2;SKU433;30;20,98;0,09;8,83;12;103;9/01/2018
18405;C302;1;7/01/2018;2;SKU1022;2;73,98;0,03;14,52;13;103;10/01/2018
40704;C411;3;7/01/2018;1;SKU781;6;1,76;0,01;0,7;13;107;12/01/2018
3073;C359;3;7/01/2018;2;SKU359;3;1,98;0,05;4,77;13;103;8/01/2018
3073;C359;3;7/01/2018;2;SKU1074;3;699,99;0,07;24,49;12;101;8/01/2018
3073;C359;1;7/01/2018;2;SKU1130;7;6783,02;0,07;24,49;13;101;8/01/2018
33923;C084;3;7/01/2018;1;SKU1209;34;65,99;0,05;5,99;13;103;11/01/2018
43909;C148;1;7/01/2018;3;SKU399;46;15,99;0,08;13,18;13;103;8/01/2018
4193;C673;2;8/01/2018;3;SKU513;16;4,13;0,07;0,99;13;103;8/01/2018
4193;C673;2;8/01/2018;3;SKU165;3;22,72;0,03;8,99;13;113;8/01/2018
30083;C482;1;8/01/2018;0;SKU261;23;14,56;0,07;3,5;13;103;9/01/2018
7203;C662;3;8/01/2018;3;SKU391;25;896,99;0,03;19,99;13;103;10/01/2018
18561;C398;3;9/01/2018;0;SKU501;9;4,13;0,02;6,89;13;103;10/01/2018
40097;C584;3;9/01/2018;1;SKU734;47;2,6;0,1;2,4;13;107;14/01/2018
31715;C498;1;9/01/2018;0;SKU799;24;2,78;0,09;0,97;13;107;11/01/2018
58343;C794;2;9/01/2018;0;SKU835;39;3,29;0,07;1,35;13;107;11/01/2018
47138;C083;1;9/01/2018;1;SKU1225;1;125,99;0,04;8,99;13;103;16/01/2018
8576;C188;1;9/01/2018;3;SKU750;43;11,66;0;8,99;12;113;11/01/2018
31715;C498;2;9/01/2018;0;SKU338;11;5,38;0,01;7,57;13;103;10/01/2018
31715;C498;3;9/01/2018;0;SKU797;44;3,28;0,05;3,97;13;107;9/01/2018
55367;C450;2;10/01/2018;Critical;SKU012;31;70,98;0,05;46,74;14;109;11/01/2018
55367;C450;2;10/01/2018;Critical;SKU779;48;11,55;0,05;2,36;13;107;12/01/2018
31553;C692;1;10/01/2018;Critical;SKU481;32;162,93;0,09;19,99;13;103;12/01/2018
28290;C489;1;10/01/2018;1;SKU988;43;30,42;0,05;8,65;12;103;14/01/2018
28290;C489;3;10/01/2018;1;SKU923;3;161,55;0,01;19,99;12;103;12/01/2018
14596;C201;3;10/01/2018;Critical;SKU122;24;8,34;0,01;0,96;13;107;12/01/2018
14596;C201;3;10/01/2018;Critical;SKU797;19;3,28;0,06;3,97;13;107;11/01/2018
33988;C642;1;10/01/2018;2;SKU1012;30;5,02;0;5,14;13;113;11/01/2018
28999;C307;2;10/01/2018;3;SKU1016;34;33,98;0,02;1,99;13;113;11/01/2018
20037;C539;1;10/01/2018;1;SKU120;35;29,18;0,02;8,55;13;103;15/01/2018
20037;C539;3;10/01/2018;1;SKU1125;49;297,64;0,03;14,7;14;105;15/01/2018
44391;C042;2;10/01/2018;0;SKU705;16;6,48;0,02;9,17;13;103;11/01/2018
19655;C011;2;11/01/2018;3;SKU1063;31;39,24;0,06;1,99;13;113;12/01/2018
33797;C101;3;11/01/2018;0;SKU1125;20;297,64;0,08;14,7;14;105;11/01/2018
33797;C101;3;11/01/2018;0;SKU209;44;12,99;0,02;14,37;13;101;12/01/2018
33797;C101;2;11/01/2018;0;SKU300;18;14,42;0,06;6,75;13;;12/01/2018
33797;C101;1;11/01/2018;0;SKU137;29;4,14;0,05;6,6;12;103;13/01/2018
33797;C101;1;11/01/2018;0;SKU612;18;11,34;0,03;5,01;13;103;11/01/2018
21830;C035;3;11/01/2018;1;SKU1116;19;399,98;0,08;12,06;14;109;18/01/2018
37862;C320;3;12/01/2018;0;SKU273;27;59,98;0,01;3,99;13;103;15/01/2018
43362;C637;2;12/01/2018;Critical;SKU073;45;350,98;0,03;30;14;105;15/01/2018
43362;C637;3;12/01/2018;Critical;SKU812;33;1,68;0,04;1;13;107;14/01/2018
20549;C167;1;12/01/2018;0;SKU922;40;27,75;0,09;19,99;13;103;13/01/2018
27813;C475;3;12/01/2018;2;SKU1054;10;40,98;0,1;6,5;13;103;14/01/2018
7461;C315;2;12/01/2018;1;SKU045;12;350,99;0,05;39;14;105;14/01/2018
7461;C315;1;12/01/2018;1;SKU464;28;8,74;0;1,39;13;103;16/01/2018
7461;C315;2;12/01/2018;1;SKU845;44;1,98;0,02;0,7;13;107;16/01/2018
51623;C537;3;13/01/2018;Critical;SKU152;17;2,08;0,06;5,33;13;103;13/01/2018
25541;C545;3;13/01/2018;1;SKU631;50;5,98;0,07;5,79;13;103;15/01/2018
13602;C112;1;13/01/2018;1;SKU1123;3;145,45;0,03;17,85;14;105;18/01/2018
13602;C112;2;13/01/2018;1;SKU638;13;48,04;0,02;5,09;13;103;13/01/2018
34691;C174;2;14/01/2018;Critical;SKU309;27;7,77;0,08;9,23;13;103;16/01/2018
34691;C174;2;14/01/2018;Critical;SKU1115;23;306,14;0,02;26,53;14;105;14/01/2018
34691;C174;1;14/01/2018;Critical;SKU659;13;18,97;0,1;9,54;12;103;16/01/2018
30567;C758;3;14/01/2018;0;SKU258;14;208,16;0,1;68,02;14;105;14/01/2018
30567;C758;1;14/01/2018;0;SKU497;8;90,48;0,07;19,99;13;103;15/01/2018
30567;C758;1;14/01/2018;0;SKU111;3;9,48;0,01;7,29;12;113;16/01/2018
30567;C758;3;14/01/2018;0;SKU796;14;4,28;0,02;0,94;13;107;15/01/2018
8325;C367;1;14/01/2018;Critical;SKU1108;21;115,99;0,08;56,14;14;105;16/01/2018
8325;C367;2;14/01/2018;Critical;SKU796;27;4,28;0,08;0,94;13;107;17/01/2018
43911;C736;2;14/01/2018;2;SKU202;29;19,99;0,06;11,17;13;101;14/01/2018
43911;C736;3;14/01/2018;2;SKU1122;36;264,98;0;17,86;14;105;15/01/2018
43911;C736;3;14/01/2018;2;SKU053;23;320,98;0,06;58,95;14;105;16/01/2018
6884;C706;3;15/01/2018;1;SKU564;41;4,98;0,01;4,75;13;103;20/01/2018
6884;C706;2;15/01/2018;1;SKU596;47;6,35;0,04;1,02;13;107;20/01/2018
37729;C308;3;15/01/2018;0;SKU358;48;8,6;0;6,19;13;103;15/01/2018
48773;C030;1;15/01/2018;2;SKU606;7;7,04;0,06;2,17;13;107;17/01/2018
12676;C366;2;15/01/2018;3;SKU087;25;8,09;0,08;7,96;12;103;16/01/2018
22243;C031;2;15/01/2018;Critical;SKU795;9;2,88;0,09;0,7;13;107;16/01/2018
31781;C733;1;16/01/2018;2;SKU379;46;5,81;0,1;8,49;13;103;17/01/2018
31781;C733;3;16/01/2018;2;SKU842;41;1,81;0,03;0,75;13;107;17/01/2018
2370;C677;1;16/01/2018;Critical;SKU194;6;110,98;0,02;13,99;13;;18/01/2018
2370;C677;3;16/01/2018;Critical;SKU597;30;8,01;0,01;2,87;13;107;18/01/2018
39173;C358;3;16/01/2018;Critical;SKU862;36;2,18;0,09;0,78;13;107;18/01/2018
39173;C358;1;16/01/2018;Critical;SKU227;2;179,29;0,05;29,21;14;109;18/01/2018
30915;C793;2;16/01/2018;1;SKU813;20;2,98;0,04;2,03;12;107;16/01/2018
30915;C793;1;16/01/2018;1;SKU1225;25;125,99;0,01;8,99;13;103;21/01/2018
49541;C384;3;16/01/2018;2;SKU917;35;13,43;0;5,5;13;103;17/01/2018
22147;C152;3;16/01/2018;1;SKU165;37;22,72;0,04;8,99;13;113;20/01/2018
12771;C131;2;17/01/2018;Critical;SKU502;40;30,53;0,08;19,99;13;103;17/01/2018
12771;C131;1;17/01/2018;Critical;SKU788;46;1,68;0,01;1,57;13;107;19/01/2018
46884;C599;3;17/01/2018;2;SKU779;25;11,55;0,1;2,36;13;107;18/01/2018
1921;C084;3;17/01/2018;2;SKU324;24;328,14;0,05;91,05;14;105;19/01/2018
18945;C392;1;17/01/2018;2;SKU1031;33;16,48;0,06;1,99;13;113;19/01/2018
10272;C426;3;17/01/2018;2;SKU497;3;90,48;0,03;19,99;13;103;19/01/2018
10272;C426;2;17/01/2018;2;SKU700;26;22,84;0,06;8,18;13;103;17/01/2018
43620;C386;1;17/01/2018;2;SKU301;13;14,81;0,05;13,32;13;103;20/01/2018
43620;C386;3;17/01/2018;2;SKU568;11;4,2;0,05;2,26;12;107;19/01/2018
32868;C625;2;17/01/2018;0;SKU757;39;28,15;0,05;6,17;13;113;18/01/2018
46884;C599;2;17/01/2018;2;SKU487;18;7,64;0,1;1,39;13;103;19/01/2018
46884;C599;2;17/01/2018;2;SKU1163;3;125,99;0;2,5;13;103;19/01/2018
48199;C266;1;18/01/2018;0;SKU468;47;15,74;0,1;1,39;13;103;21/01/2018
58784;C449;1;18/01/2018;2;SKU045;25;350,99;0,05;39;14;105;20/01/2018
58784;C449;2;18/01/2018;2;SKU1085;20;15,99;0,04;9,4;12;103;20/01/2018
22118;C562;3;18/01/2018;3;SKU345;50;58,1;0,05;1,49;13;103;18/01/2018
58784;C449;1;18/01/2018;2;SKU483;12;11,58;0,02;5,72;13;103;19/01/2018
58784;C449;2;18/01/2018;2;SKU620;29;48,91;0,06;5,81;13;103;18/01/2018
58784;C449;2;18/01/2018;2;SKU959;17;15,51;0,02;17,78;13;103;19/01/2018
20711;C149;2;19/01/2018;Critical;SKU558;5;18,97;0,1;9,03;13;103;21/01/2018
16999;C722;3;19/01/2018;Critical;SKU321;18;207,48;0,09;0,99;13;103;21/01/2018
20711;C149;1;19/01/2018;Critical;SKU1103;18;119,99;0;56,14;14;109;20/01/2018
66;C061;3;19/01/2018;1;SKU800;41;2,88;0,09;0,7;13;107;19/01/2018
44197;C186;1;20/01/2018;3;SKU005;27;140,98;0,02;53,48;14;109;23/01/2018
38340;C738;2;20/01/2018;Critical;SKU293;36;60,22;0,02;3,5;13;103;21/01/2018
38021;C642;2;21/01/2018;2;SKU432;46;30,44;0,02;1,49;13;103;23/01/2018
37638;C003;1;21/01/2018;1;SKU501;33;4,13;0,07;6,89;13;103;23/01/2018
31138;C062;1;21/01/2018;3;SKU248;37;31,76;0,05;45,51;14;109;23/01/2018
49505;C325;1;21/01/2018;Critical;SKU463;12;7,84;0,04;4,71;13;103;23/01/2018
49505;C325;1;21/01/2018;Critical;SKU1039;34;9,78;0,04;1,99;12;113;22/01/2018
38021;C642;1;21/01/2018;2;SKU323;16;279,81;0,04;23,19;14;105;22/01/2018
38021;C642;3;21/01/2018;2;SKU525;36;4,91;0,02;0,5;13;103;22/01/2018
52608;C743;3;21/01/2018;1;SKU735;36;3,98;0,05;0,7;13;107;25/01/2018
58759;C032;1;21/01/2018;1;SKU597;4;8,01;0,1;2,87;13;107;28/01/2018
32800;C453;2;21/01/2018;0;SKU054;33;355,98;0,04;58,92;14;105;22/01/2018
32800;C453;3;21/01/2018;0;SKU584;19;19,98;0,09;8,68;13;103;22/01/2018
32800;C453;1;21/01/2018;0;SKU584;40;19,98;0,07;8,68;13;103;23/01/2018
35936;C659;1;21/01/2018;2;SKU463;41;7,84;0,08;4,71;13;103;22/01/2018
35936;C659;1;21/01/2018;2;SKU115;40;105,34;0,03;24,49;13;101;22/01/2018
28226;C447;1;22/01/2018;Critical;SKU094;9;20,28;0;14,39;13;103;22/01/2018
13636;C669;3;22/01/2018;1;SKU022;32;880,98;0,02;44,55;14;109;26/01/2018
53891;C565;1;22/01/2018;3;SKU410;36;15,22;0,02;9,73;13;103;22/01/2018
28225;C319;2;22/01/2018;Critical;SKU893;13;80,98;0,01;35;13;101;24/01/2018
53891;C565;1;22/01/2018;3;SKU1049;27;179,99;0,07;19,99;13;103;23/01/2018
53891;C565;3;22/01/2018;3;SKU119;44;92,23;0,02;39,61;12;;23/01/2018
53891;C565;3;22/01/2018;3;SKU1175;25;115,99;0,03;5,92;12;103;23/01/2018
55360;C663;1;22/01/2018;2;SKU519;49;2,89;0,07;0,5;13;103;24/01/2018
55360;C663;2;22/01/2018;2;SKU240;39;217,85;0;29,1;14;109;23/01/2018
7815;C031;1;22/01/2018;Critical;SKU1051;6;32,98;0,09;5,5;13;103;23/01/2018
10661;C383;1;23/01/2018;0;SKU866;18;6,84;0;8,37;13;113;24/01/2018
10661;C383;3;23/01/2018;0;SKU567;42;30,98;0,07;5,76;13;103;25/01/2018
24802;C785;1;23/01/2018;2;SKU1020;18;73,98;0,01;12,14;13;103;25/01/2018
29319;C282;1;24/01/2018;1;SKU078;30;238,4;0,1;24,49;13;101;26/01/2018
29319;C282;2;24/01/2018;1;SKU1076;21;199,99;0,03;24,49;12;101;26/01/2018
58277;C526;3;24/01/2018;2;SKU295;23;11,7;0,01;6,96;13;;26/01/2018
33025;C220;3;24/01/2018;1;SKU290;5;67,84;0,08;0,99;13;103;29/01/2018
19234;C187;2;24/01/2018;3;SKU300;24;14,42;0,01;6,75;13;;24/01/2018
12869;C455;1;25/01/2018;0;SKU1154;15;125,99;0,1;8,99;13;103;28/01/2018
7043;C307;1;25/01/2018;Critical;SKU141;4;1,74;0,06;4,08;13;113;26/01/2018
20422;C300;2;26/01/2018;3;SKU192;30;14,34;0,03;5;13;113;27/01/2018
20422;C300;3;26/01/2018;3;SKU519;5;2,89;0,01;0,5;13;103;28/01/2018
17186;C443;1;26/01/2018;2;SKU128;49;90,98;0,08;56,2;13;101;28/01/2018
17186;C443;2;26/01/2018;2;SKU663;11;5,98;0,07;5,35;13;103;28/01/2018
55937;C711;3;26/01/2018;2;SKU1000;10;39,98;0,09;7,12;13;103;28/01/2018
55937;C711;3;26/01/2018;2;SKU233;24;376,13;0,06;85,63;14;109;28/01/2018
24544;C738;2;26/01/2018;3;SKU1090;31;150,98;0,08;13,99;12;101;27/01/2018
24544;C738;3;26/01/2018;3;SKU049;15;25,98;0,03;14,36;14;105;27/01/2018
24544;C738;2;26/01/2018;3;SKU915;39;32,48;0,1;35;13;101;27/01/2018
15718;C691;1;27/01/2018;Critical;SKU798;36;2,94;0,09;0,7;13;107;28/01/2018
11686;C526;1;27/01/2018;0;SKU1260;38;205,99;0,08;2,5;13;103;28/01/2018
15718;C691;2;27/01/2018;Critical;SKU748;41;43,98;0,03;8,99;13;113;29/01/2018
15718;C691;3;27/01/2018;Critical;SKU849;50;1,14;0,06;0,7;13;107;30/01/2018
10530;C784;3;27/01/2018;2;SKU1244;4;110,99;0,02;2,5;13;103;29/01/2018
8868;C166;1;28/01/2018;1;SKU273;3;59,98;0,02;3,99;13;103;6/02/2018
8868;C166;2;28/01/2018;1;SKU457;34;5,18;0,03;5,74;13;103;1/02/2018
19047;C005;3;28/01/2018;3;SKU660;1;55,48;0,06;14,3;13;103;29/01/2018
19047;C005;3;28/01/2018;3;SKU788;3;1,68;0,02;1,57;13;107;30/01/2018
17155;C124;2;28/01/2018;2;SKU544;36;6,88;0;2;12;107;29/01/2018
17155;C124;2;28/01/2018;2;SKU915;31;32,48;0,03;35;12;101;28/01/2018
20480;C473;2;29/01/2018;2;SKU001;4;240,98;0,02;60,2;14;109;31/01/2018
20480;C473;1;29/01/2018;2;SKU386;38;420,98;0,02;19,99;13;103;1/02/2018
20484;C427;3;29/01/2018;Critical;SKU1248;14;95,99;0,09;4,9;13;103;31/01/2018
5316;C173;3;30/01/2018;Critical;SKU1035;42;31,78;0,1;1,99;13;113;1/02/2018
21383;C637;3;30/01/2018;1;SKU1128;31;574,74;0,07;24,49;13;101;4/02/2018
35847;C275;3;30/01/2018;Critical;SKU1006;23;15,98;0,08;8,99;12;113;30/01/2018
30341;C506;3;31/01/2018;1;SKU072;42;160,98;0,09;30;14;105;31/01/2018
30341;C506;2;31/01/2018;1;SKU526;41;6,3;0,09;0,5;13;103;31/01/2018
30341;C506;2;31/01/2018;1;SKU577;30;4,98;0;0,8;13;107;7/02/2018
18595;C059;3;31/01/2018;Critical;SKU307;6;78,65;0,1;13,99;13;101;2/02/2018
18595;C059;2;31/01/2018;Critical;SKU873;16;8,34;0,03;2,64;13;113;2/02/2018
52416;C205;2;31/01/2018;0;SKU578;6;7,64;0,05;5,83;13;107;2/02/2018
52416;C205;2;31/01/2018;0;SKU228;40;218,75;0,04;69,64;14;109;1/02/2018
40101;C392;2;31/01/2018;1;SKU1060;46;49,99;0,1;19,99;12;103;5/02/2018
15270;C491;1;31/01/2018;0;SKU545;36;6,98;0;1,6;13;107;2/02/2018
4454;C266;2;1/02/2018;1;SKU518;17;3,08;0,01;0,5;13;103;6/02/2018
32676;C405;2;1/02/2018;Critical;SKU1067;37;45,19;0,06;1,99;13;113;4/02/2018
30053;C487;3;1/02/2018;Critical;SKU1112;41;80,97;0,06;33,6;14;105;3/02/2018
13604;C266;3;2/02/2018;0;SKU1043;38;83,1;0,04;6,13;13;103;4/02/2018
13604;C266;3;2/02/2018;0;SKU128;42;90,98;0,07;56,2;13;101;5/02/2018
19493;C091;3;2/02/2018;Critical;SKU253;31;154,13;0,1;69;13;101;3/02/2018
39904;C018;3;2/02/2018;0;SKU087;44;8,09;0;7,96;13;103;3/02/2018
55713;C015;3;2/02/2018;3;SKU042;49;122,99;0,09;70,2;14;105;4/02/2018
38529;C201;1;2/02/2018;1;SKU849;38;1,14;0,02;0,7;13;107;2/02/2018
21222;C133;3;3/02/2018;0;SKU187;36;5,08;0,1;3,63;13;107;5/02/2018
21222;C133;3;3/02/2018;0;SKU1188;26;35,99;0,02;5;13;103;5/02/2018
44387;C266;2;4/02/2018;1;SKU1066;50;29,89;0,07;1,99;12;113;9/02/2018
44387;C266;3;4/02/2018;1;SKU582;20;8,34;0,03;4,82;13;103;8/02/2018
14627;C708;1;4/02/2018;2;SKU413;47;14,48;0,07;6,46;13;103;5/02/2018
41988;C506;1;4/02/2018;1;SKU1123;33;145,45;0,08;17,85;14;105;4/02/2018
41988;C506;2;4/02/2018;1;SKU065;18;33,94;0,07;19,19;14;105;8/02/2018
41988;C506;2;4/02/2018;1;SKU917;14;13,43;0,1;5,5;13;103;8/02/2018
59459;C158;2;4/02/2018;2;SKU978;40;1,7;0,07;1,99;13;113;5/02/2018
14400;C333;2;4/02/2018;2;SKU429;32;2,16;0,05;6,05;13;103;5/02/2018
14400;C333;1;4/02/2018;2;SKU714;35;6,48;0,03;6,6;13;103;5/02/2018
14400;C333;2;4/02/2018;2;SKU229;43;146,05;0,08;80,2;14;109;5/02/2018
35776;C301;3;4/02/2018;2;SKU427;9;12,97;0,05;1,49;13;103;6/02/2018
35776;C301;1;4/02/2018;2;SKU839;36;5,81;0,06;3,37;13;107;6/02/2018
25120;C527;3;4/02/2018;2;SKU515;46;4,91;0;0,5;13;103;6/02/2018
25120;C527;2;4/02/2018;2;SKU553;22;7,28;0,01;11,15;13;103;5/02/2018
25120;C527;1;4/02/2018;2;SKU565;10;6,68;0,1;6,93;13;103;7/02/2018
17636;C216;2;4/02/2018;1;SKU802;2;2,94;0,03;0,96;13;107;8/02/2018
10310;C154;1;5/02/2018;1;SKU819;48;2,88;0,07;1,01;13;107;9/02/2018
10310;C154;3;5/02/2018;1;SKU1231;6;195,99;0,1;3,99;13;103;12/02/2018
36068;C053;3;5/02/2018;Critical;SKU323;23;279,81;0,06;23,19;14;105;6/02/2018
26945;C542;3;5/02/2018;Critical;SKU574;29;7,28;0;1,77;13;107;5/02/2018
35200;C629;3;5/02/2018;2;SKU149;15;9,98;0,08;12,52;13;103;7/02/2018
417;C645;3;5/02/2018;2;SKU1105;39;500,98;0,07;28,14;14;105;6/02/2018
417;C645;3;5/02/2018;2;SKU929;3;178,47;0,1;19,99;13;103;7/02/2018
41543;C089;1;6/02/2018;1;SKU072;45;160,98;0,03;30;14;105;10/02/2018
41543;C089;3;6/02/2018;1;SKU1237;24;65,99;0,03;3,99;13;103;10/02/2018
26724;C095;3;6/02/2018;Critical;SKU1127;2;999,99;0,09;13,99;13;101;8/02/2018
28772;C573;1;6/02/2018;3;SKU255;16;71,37;0,02;69;13;101;7/02/2018
28772;C573;3;6/02/2018;3;SKU1239;4;205,99;0,03;8,99;12;103;8/02/2018
25440;C438;1;6/02/2018;3;SKU224;30;259,71;0,02;66,67;14;109;6/02/2018
44002;C392;3;7/02/2018;2;SKU644;46;6,68;0,05;5,66;13;103;9/02/2018
44002;C392;2;7/02/2018;2;SKU940;14;17,7;0,03;9,47;13;103;7/02/2018
46981;C646;2;7/02/2018;2;SKU444;46;30,56;0,07;2,99;13;103;7/02/2018
23808;C248;3;7/02/2018;1;SKU584;30;19,98;0,04;8,68;13;103;14/02/2018
23808;C248;1;7/02/2018;1;SKU1253;28;125,99;0,08;7,69;13;103;9/02/2018
3138;C102;3;8/02/2018;0;SKU1049;4;179,99;0,07;19,99;12;103;8/02/2018
20162;C332;1;8/02/2018;2;SKU385;38;15,16;0,03;15,09;13;103;9/02/2018
59942;C517;3;8/02/2018;2;SKU1006;47;15,98;0,07;8,99;13;113;10/02/2018
56581;C311;3;8/02/2018;3;SKU203;20;105,98;0,1;13,99;12;101;11/02/2018
40128;C155;2;9/02/2018;1;SKU001;43;240,98;0,01;60,2;14;109;16/02/2018
41604;C251;3;10/02/2018;2;SKU373;22;6,37;0,06;5,19;13;103;11/02/2018
9222;C340;2;10/02/2018;3;SKU612;41;11,34;0,04;5,01;13;103;11/02/2018
31078;C279;3;10/02/2018;Critical;SKU1132;7;13,99;0,01;7,51;13;101;11/02/2018
44325;C493;3;10/02/2018;2;SKU094;44;20,28;0;14,39;13;103;12/02/2018
52258;C741;3;10/02/2018;1;SKU092;5;12,22;0,04;2,85;13;113;17/02/2018
45414;C302;2;11/02/2018;Critical;SKU287;17;60,98;0,08;49;13;101;12/02/2018
47493;C530;1;11/02/2018;Critical;SKU039;36;270,98;0,07;50;14;105;13/02/2018
14983;C638;3;11/02/2018;3;SKU1251;48;205,99;0,05;8,99;12;103;12/02/2018
14983;C638;3;11/02/2018;3;SKU1255;18;205,99;0,08;8,99;13;103;12/02/2018
18790;C574;3;11/02/2018;3;SKU1111;7;2036,48;0,01;14,7;14;105;13/02/2018
42339;C138;1;12/02/2018;Critical;SKU702;31;6,48;0,02;9,68;13;103;12/02/2018
14211;C286;3;12/02/2018;0;SKU1090;22;150,98;0,04;13,99;13;101;15/02/2018
14211;C286;2;12/02/2018;0;SKU913;14;176,19;0,04;11,87;13;103;14/02/2018
14823;C213;3;12/02/2018;1;SKU537;15;7,31;0,1;0,49;13;103;21/02/2018
14823;C213;1;12/02/2018;1;SKU832;20;6,7;0,08;1,56;13;107;12/02/2018
833;C584;2;12/02/2018;2;SKU402;1;12,53;0,03;7,17;13;103;13/02/2018
59104;C003;2;12/02/2018;3;SKU395;13;14,27;0,08;7,27;12;103;15/02/2018
59104;C003;1;12/02/2018;3;SKU855;22;2,98;0,04;1,58;13;107;15/02/2018
59104;C003;3;12/02/2018;3;SKU1238;38;115,99;0,05;2,5;13;103;14/02/2018
